timestamp,user,src_ip,dest_computer,logon_type,hour,off_hours,rare_ip,user_ip_frequency,unusual_user_ip,rapid_multi_system,anomaly_score,risk_level
2026-08-25 10:00:03,bob,10.10.10.12,DC01,3,10,False,False,74,False,False,0,LOW
2026-08-25 10:11:27,charlie,10.10.10.12,DC01,3,10,False,False,68,False,False,0,LOW
2026-08-25 10:12:07,charlie,10.10.10.10,FILE01,2,10,False,False,73,False,False,0,LOW
2026-08-25 10:13:09,david,10.10.10.13,WEB01,10,10,False,False,77,False,False,0,LOW
2026-08-25 10:16:50,bob,10.10.10.11,WEB01,3,10,False,False,74,False,False,0,LOW
2026-08-25 10:19:45,charlie,10.10.10.10,APP01,10,10,False,False,73,False,False,0,LOW
2026-08-25 10:30:57,admin,10.10.10.13,DC01,2,10,False,False,65,False,False,0,LOW
2026-08-25 10:34:20,charlie,10.10.10.10,WEB01,2,10,False,False,73,False,False,0,LOW
2026-08-25 10:39:55,admin,10.10.10.11,FILE01,3,10,False,False,79,False,False,0,LOW
2026-08-25 10:44:59,charlie,10.10.10.12,WEB01,10,10,False,False,68,False,False,0,LOW
2026-08-25 10:45:49,david,10.10.10.13,FILE01,3,10,False,False,77,False,False,0,LOW
2026-08-25 10:54:12,bob,10.10.10.12,WEB01,3,10,False,False,74,False,False,0,LOW
2026-08-25 10:54:29,admin,10.10.10.10,WEB01,3,10,False,False,73,False,False,0,LOW
2026-08-25 11:06:00,admin,10.10.10.12,APP01,10,11,False,False,74,False,False,0,LOW
2026-08-25 11:07:01,admin,10.10.10.11,WEB01,3,11,False,False,79,False,False,0,LOW
2026-08-25 11:09:00,bob,10.10.10.13,DC01,3,11,False,False,84,False,False,0,LOW
2026-08-25 11:15:46,admin,10.10.10.10,APP01,3,11,False,False,73,False,False,0,LOW
2026-08-25 11:15:51,bob,10.10.10.10,FILE01,3,11,False,False,73,False,False,0,LOW
2026-08-25 11:20:33,bob,10.10.10.13,APP01,10,11,False,False,84,False,False,0,LOW
2026-08-25 11:26:26,bob,10.10.10.13,FILE01,3,11,False,False,84,False,False,0,LOW
2026-08-25 11:26:48,bob,10.10.10.11,FILE01,2,11,False,False,74,False,False,0,LOW
2026-08-25 11:35:48,bob,10.10.10.12,DC01,3,11,False,False,74,False,False,0,LOW
2026-08-25 11:37:36,alice,10.10.10.13,APP01,10,11,False,False,79,False,False,0,LOW
2026-08-25 11:37:44,admin,10.10.10.13,SQL01,3,11,False,False,65,False,False,0,LOW
2026-08-25 11:40:09,alice,10.10.10.13,DC01,3,11,False,False,79,False,False,0,LOW
2026-08-25 11:40:50,charlie,10.10.10.11,WEB01,3,11,False,False,68,False,False,0,LOW
2026-08-25 11:42:07,alice,10.10.10.12,WEB01,3,11,False,False,75,False,False,0,LOW
2026-08-25 11:51:54,bob,10.10.10.11,APP01,10,11,False,False,74,False,False,0,LOW
2026-08-25 11:58:24,david,10.10.10.10,FILE01,3,11,False,False,75,False,False,0,LOW
2026-08-25 12:02:34,charlie,10.10.10.13,FILE01,3,12,False,False,82,False,False,0,LOW
2026-08-25 12:04:19,alice,10.10.10.13,DC01,2,12,False,False,79,False,False,0,LOW
2026-08-25 12:04:21,charlie,10.10.10.10,WEB01,3,12,False,False,73,False,False,0,LOW
2026-08-25 12:06:24,charlie,10.10.10.11,FILE01,3,12,False,False,68,False,False,0,LOW
2026-08-25 12:11:23,charlie,10.10.10.10,FILE01,3,12,False,False,73,False,False,0,LOW
2026-08-25 12:13:33,charlie,10.10.10.10,SQL01,3,12,False,False,73,False,False,0,LOW
2026-08-25 12:13:59,david,10.10.10.11,WEB01,3,12,False,False,77,False,False,0,LOW
2026-08-25 12:19:36,alice,10.10.10.11,WEB01,3,12,False,False,73,False,False,0,LOW
2026-08-25 12:25:57,admin,10.10.10.11,SQL01,2,12,False,False,79,False,False,0,LOW
2026-08-25 12:32:52,alice,10.10.10.12,APP01,3,12,False,False,75,False,False,0,LOW
2026-08-25 12:34:07,alice,10.10.10.11,DC01,10,12,False,False,73,False,False,0,LOW
2026-08-25 12:34:47,admin,10.10.10.10,FILE01,3,12,False,False,73,False,False,0,LOW
2026-08-25 12:37:01,bob,10.10.10.10,FILE01,3,12,False,False,73,False,False,0,LOW
2026-08-25 12:43:33,charlie,10.10.10.13,SQL01,3,12,False,False,82,False,False,0,LOW
2026-08-25 12:45:58,david,10.10.10.10,DC01,3,12,False,False,75,False,False,0,LOW
2026-08-25 12:46:27,admin,10.10.10.13,SQL01,3,12,False,False,65,False,False,0,LOW
2026-08-25 12:47:52,admin,10.10.10.12,FILE01,2,12,False,False,74,False,False,0,LOW
2026-08-25 12:49:19,bob,10.10.10.11,APP01,3,12,False,False,74,False,False,0,LOW
2026-08-25 12:58:33,david,10.10.10.12,APP01,3,12,False,False,97,False,False,0,LOW
2026-08-25 13:01:37,david,10.10.10.12,WEB01,2,13,False,False,97,False,False,0,LOW
2026-08-25 13:06:40,admin,10.10.10.13,DC01,3,13,False,False,65,False,False,0,LOW
2026-08-25 13:07:07,david,10.10.10.12,SQL01,2,13,False,False,97,False,False,0,LOW
2026-08-25 13:13:37,admin,10.10.10.10,FILE01,3,13,False,False,73,False,False,0,LOW
2026-08-25 13:17:31,bob,10.10.10.11,SQL01,10,13,False,False,74,False,False,0,LOW
2026-08-25 13:18:43,bob,10.10.10.13,DC01,2,13,False,False,84,False,False,0,LOW
2026-08-25 13:21:58,david,10.10.10.13,FILE01,3,13,False,False,77,False,False,0,LOW
2026-08-25 13:23:19,alice,10.10.10.13,APP01,3,13,False,False,79,False,False,0,LOW
2026-08-25 13:32:43,charlie,10.10.10.10,APP01,2,13,False,False,73,False,False,0,LOW
2026-08-25 13:35:07,charlie,10.10.10.10,DC01,3,13,False,False,73,False,False,0,LOW
2026-08-25 13:35:43,alice,10.10.10.12,DC01,3,13,False,False,75,False,False,0,LOW
2026-08-25 13:39:29,david,10.10.10.13,DC01,3,13,False,False,77,False,False,0,LOW
2026-08-25 13:45:58,charlie,10.10.10.11,DC01,10,13,False,False,68,False,False,0,LOW
2026-08-25 13:48:26,bob,10.10.10.13,FILE01,2,13,False,False,84,False,False,0,LOW
2026-08-25 13:55:02,alice,10.10.10.10,APP01,3,13,False,False,60,False,False,0,LOW
2026-08-25 13:58:36,admin,10.10.10.13,APP01,2,13,False,False,65,False,False,0,LOW
2026-08-25 13:58:44,bob,10.10.10.13,APP01,3,13,False,False,84,False,False,0,LOW
2026-08-25 14:01:05,admin,10.10.10.10,APP01,3,14,False,False,73,False,False,0,LOW
2026-08-25 14:02:34,david,10.10.10.13,SQL01,3,14,False,False,77,False,False,0,LOW
2026-08-25 14:08:20,charlie,10.10.10.11,APP01,10,14,False,False,68,False,False,0,LOW
2026-08-25 14:14:14,charlie,10.10.10.11,FILE01,3,14,False,False,68,False,False,0,LOW
2026-08-25 14:16:34,admin,10.10.10.12,DC01,2,14,False,False,74,False,False,0,LOW
2026-08-25 14:20:10,david,10.10.10.12,DC01,10,14,False,False,97,False,False,0,LOW
2026-08-25 14:21:13,admin,10.10.10.11,SQL01,10,14,False,False,79,False,False,0,LOW
2026-08-25 14:31:56,charlie,10.10.10.10,WEB01,3,14,False,False,73,False,False,0,LOW
2026-08-25 14:33:46,david,10.10.10.12,SQL01,3,14,False,False,97,False,False,0,LOW
2026-08-25 14:34:54,admin,10.10.10.11,DC01,3,14,False,False,79,False,False,0,LOW
2026-08-25 14:36:35,david,10.10.10.12,DC01,3,14,False,False,97,False,False,0,LOW
2026-08-25 14:39:14,alice,10.10.10.10,WEB01,2,14,False,False,60,False,False,0,LOW
2026-08-25 14:42:58,admin,10.10.10.11,WEB01,3,14,False,False,79,False,False,0,LOW
2026-08-25 14:49:03,charlie,10.10.10.10,APP01,3,14,False,False,73,False,False,0,LOW
2026-08-25 14:58:15,admin,10.10.10.10,FILE01,3,14,False,False,73,False,False,0,LOW
2026-08-25 15:05:03,david,10.10.10.12,FILE01,3,15,False,False,97,False,False,0,LOW
2026-08-25 15:05:35,charlie,10.10.10.13,SQL01,3,15,False,False,82,False,False,0,LOW
2026-08-25 15:06:48,admin,10.10.10.13,WEB01,3,15,False,False,65,False,False,0,LOW
2026-08-25 15:07:16,david,10.10.10.12,FILE01,3,15,False,False,97,False,False,0,LOW
2026-08-25 15:07:52,admin,10.10.10.10,SQL01,3,15,False,False,73,False,False,0,LOW
2026-08-25 15:07:53,bob,10.10.10.13,APP01,3,15,False,False,84,False,False,0,LOW
2026-08-25 15:12:54,alice,10.10.10.11,SQL01,10,15,False,False,73,False,False,0,LOW
2026-08-25 15:23:25,david,10.10.10.11,WEB01,3,15,False,False,77,False,False,0,LOW
2026-08-25 15:24:43,admin,10.10.10.13,SQL01,3,15,False,False,65,False,False,0,LOW
2026-08-25 15:27:41,admin,10.10.10.12,APP01,2,15,False,False,74,False,False,0,LOW
2026-08-25 15:28:46,admin,10.10.10.13,WEB01,3,15,False,False,65,False,False,0,LOW
2026-08-25 15:31:39,alice,10.10.10.12,SQL01,3,15,False,False,75,False,False,0,LOW
2026-08-25 15:31:59,charlie,10.10.10.12,FILE01,3,15,False,False,68,False,False,0,LOW
2026-08-25 15:33:08,alice,10.10.10.12,DC01,3,15,False,False,75,False,False,0,LOW
2026-08-25 15:38:47,alice,10.10.10.10,WEB01,3,15,False,False,60,False,False,0,LOW
2026-08-25 15:40:24,admin,10.10.10.10,SQL01,3,15,False,False,73,False,False,0,LOW
2026-08-25 15:42:13,charlie,10.10.10.11,DC01,10,15,False,False,68,False,False,0,LOW
2026-08-25 15:46:09,david,10.10.10.10,APP01,3,15,False,False,75,False,False,0,LOW
2026-08-25 15:50:09,charlie,10.10.10.12,WEB01,3,15,False,False,68,False,False,0,LOW
2026-08-25 15:51:54,david,10.10.10.11,FILE01,2,15,False,False,77,False,False,0,LOW
2026-08-25 15:58:23,alice,10.10.10.11,DC01,3,15,False,False,73,False,False,0,LOW
2026-08-25 16:00:25,charlie,10.10.10.10,SQL01,2,16,False,False,73,False,False,0,LOW
2026-08-25 16:01:24,charlie,10.10.10.13,DC01,3,16,False,False,82,False,False,0,LOW
2026-08-25 16:07:42,alice,10.10.10.11,SQL01,10,16,False,False,73,False,False,0,LOW
2026-08-25 16:18:54,alice,10.10.10.10,DC01,3,16,False,False,60,False,False,0,LOW
2026-08-25 16:19:13,admin,10.10.10.13,APP01,3,16,False,False,65,False,False,0,LOW
2026-08-25 16:21:38,david,10.10.10.11,DC01,10,16,False,False,77,False,False,0,LOW
2026-08-25 16:23:08,bob,10.10.10.13,SQL01,10,16,False,False,84,False,False,0,LOW
2026-08-25 16:28:36,bob,10.10.10.13,FILE01,3,16,False,False,84,False,False,0,LOW
2026-08-25 16:32:41,bob,10.10.10.12,APP01,3,16,False,False,74,False,False,0,LOW
2026-08-25 16:36:07,admin,10.10.10.13,APP01,3,16,False,False,65,False,False,0,LOW
2026-08-25 16:37:11,david,10.10.10.12,FILE01,3,16,False,False,97,False,False,0,LOW
2026-08-25 16:45:54,alice,10.10.10.13,WEB01,10,16,False,False,79,False,False,0,LOW
2026-08-25 16:46:06,bob,10.10.10.12,FILE01,3,16,False,False,74,False,False,0,LOW
2026-08-25 16:48:02,admin,10.10.10.12,APP01,3,16,False,False,74,False,False,0,LOW
2026-08-25 16:50:32,admin,10.10.10.11,FILE01,3,16,False,False,79,False,False,0,LOW
2026-08-25 16:58:58,charlie,10.10.10.11,FILE01,3,16,False,False,68,False,False,0,LOW
2026-08-25 16:59:24,charlie,10.10.10.10,SQL01,2,16,False,False,73,False,False,0,LOW
2026-08-25 17:05:46,bob,10.10.10.10,FILE01,3,17,False,False,73,False,False,0,LOW
2026-08-25 17:08:20,admin,10.10.10.13,SQL01,2,17,False,False,65,False,False,0,LOW
2026-08-25 17:11:12,david,10.10.10.11,APP01,3,17,False,False,77,False,False,0,LOW
2026-08-25 17:11:30,bob,10.10.10.13,FILE01,10,17,False,False,84,False,False,0,LOW
2026-08-25 17:15:30,david,10.10.10.10,APP01,2,17,False,False,75,False,False,0,LOW
2026-08-25 17:19:42,alice,10.10.10.13,APP01,3,17,False,False,79,False,False,0,LOW
2026-08-25 17:25:06,charlie,10.10.10.12,APP01,3,17,False,False,68,False,False,0,LOW
2026-08-25 17:38:03,david,10.10.10.12,APP01,2,17,False,False,97,False,False,0,LOW
2026-08-25 17:39:32,david,10.10.10.12,DC01,3,17,False,False,97,False,False,0,LOW
2026-08-25 17:39:41,bob,10.10.10.10,APP01,3,17,False,False,73,False,False,0,LOW
2026-08-25 17:41:21,charlie,10.10.10.11,APP01,3,17,False,False,68,False,False,0,LOW
2026-08-25 17:48:48,admin,10.10.10.10,WEB01,3,17,False,False,73,False,False,0,LOW
2026-08-25 17:48:57,bob,10.10.10.12,WEB01,3,17,False,False,74,False,False,0,LOW
2026-08-25 17:49:32,charlie,10.10.10.12,WEB01,2,17,False,False,68,False,False,0,LOW
2026-08-25 17:49:59,alice,10.10.10.11,WEB01,10,17,False,False,73,False,False,0,LOW
2026-08-25 17:50:48,david,10.10.10.11,DC01,3,17,False,False,77,False,False,0,LOW
2026-08-25 17:54:16,alice,10.10.10.12,APP01,3,17,False,False,75,False,False,0,LOW
2026-08-25 17:55:49,david,10.10.10.13,WEB01,2,17,False,False,77,False,False,0,LOW
2026-08-25 17:55:50,bob,10.10.10.13,FILE01,3,17,False,False,84,False,False,0,LOW
2026-08-25 17:56:03,charlie,10.10.10.12,APP01,3,17,False,False,68,False,False,0,LOW
2026-08-25 18:04:24,charlie,10.10.10.10,SQL01,3,18,False,False,73,False,False,0,LOW
2026-08-25 18:10:15,bob,10.10.10.11,WEB01,3,18,False,False,74,False,False,0,LOW
2026-08-25 18:11:11,charlie,10.10.10.13,FILE01,10,18,False,False,82,False,False,0,LOW
2026-08-25 18:14:04,bob,10.10.10.10,DC01,2,18,False,False,73,False,False,0,LOW
2026-08-25 18:15:19,admin,10.10.10.11,SQL01,2,18,False,False,79,False,False,0,LOW
2026-08-25 18:15:59,bob,10.10.10.13,FILE01,10,18,False,False,84,False,False,0,LOW
2026-08-25 18:17:09,admin,10.10.10.12,SQL01,3,18,False,False,74,False,False,0,LOW
2026-08-25 18:22:52,admin,10.10.10.10,SQL01,3,18,False,False,73,False,False,0,LOW
2026-08-25 18:23:58,david,10.10.10.10,WEB01,3,18,False,False,75,False,False,0,LOW
2026-08-25 18:24:57,charlie,10.10.10.13,DC01,3,18,False,False,82,False,False,0,LOW
2026-08-25 18:30:04,admin,10.10.10.12,WEB01,3,18,False,False,74,False,False,0,LOW
2026-08-25 18:30:10,david,10.10.10.13,SQL01,10,18,False,False,77,False,False,0,LOW
2026-08-25 18:33:12,charlie,10.10.10.13,APP01,3,18,False,False,82,False,False,0,LOW
2026-08-25 18:52:37,alice,10.10.10.10,APP01,10,18,False,False,60,False,False,0,LOW
2026-08-25 18:53:23,admin,10.10.10.11,WEB01,10,18,False,False,79,False,False,0,LOW
2026-08-25 18:53:31,david,10.10.10.11,SQL01,10,18,False,False,77,False,False,0,LOW
2026-08-25 18:55:14,charlie,10.10.10.12,SQL01,3,18,False,False,68,False,False,0,LOW
2026-08-25 18:57:40,admin,10.10.10.12,FILE01,2,18,False,False,74,False,False,0,LOW
2026-08-25 18:58:28,david,10.10.10.11,APP01,3,18,False,False,77,False,False,0,LOW
2026-08-25 18:58:49,charlie,10.10.10.12,WEB01,2,18,False,False,68,False,False,0,LOW
2026-08-25 18:59:28,charlie,10.10.10.11,WEB01,3,18,False,False,68,False,False,0,LOW
2026-08-26 08:02:08,admin,10.10.10.11,SQL01,10,8,False,False,79,False,False,0,LOW
2026-08-26 08:05:59,charlie,10.10.10.13,FILE01,3,8,False,False,82,False,False,0,LOW
2026-08-26 08:06:18,bob,10.10.10.10,APP01,3,8,False,False,73,False,False,0,LOW
2026-08-26 08:13:57,admin,10.10.10.10,APP01,10,8,False,False,73,False,False,0,LOW
2026-08-26 08:15:48,charlie,10.10.10.13,DC01,10,8,False,False,82,False,False,0,LOW
2026-08-26 08:17:35,charlie,10.10.10.13,SQL01,3,8,False,False,82,False,False,0,LOW
2026-08-26 08:25:26,alice,10.10.10.11,WEB01,3,8,False,False,73,False,False,0,LOW
2026-08-26 08:26:56,admin,10.10.10.11,APP01,3,8,False,False,79,False,False,0,LOW
2026-08-26 08:27:44,charlie,10.10.10.10,WEB01,10,8,False,False,73,False,False,0,LOW
2026-08-26 08:28:26,charlie,10.10.10.13,DC01,3,8,False,False,82,False,False,0,LOW
2026-08-26 08:31:22,alice,10.10.10.10,FILE01,10,8,False,False,60,False,False,0,LOW
2026-08-26 08:33:18,admin,10.10.10.12,FILE01,3,8,False,False,74,False,False,0,LOW
2026-08-26 08:36:13,david,10.10.10.12,DC01,3,8,False,False,97,False,False,0,LOW
2026-08-26 08:43:35,charlie,10.10.10.10,SQL01,2,8,False,False,73,False,False,0,LOW
2026-08-26 08:47:59,bob,10.10.10.11,SQL01,3,8,False,False,74,False,False,0,LOW
2026-08-26 08:48:44,bob,10.10.10.12,APP01,2,8,False,False,74,False,False,0,LOW
2026-08-26 08:50:16,alice,10.10.10.10,DC01,10,8,False,False,60,False,False,0,LOW
2026-08-26 08:53:26,admin,10.10.10.13,SQL01,3,8,False,False,65,False,False,0,LOW
2026-08-26 08:54:36,charlie,10.10.10.10,SQL01,3,8,False,False,73,False,False,0,LOW
2026-08-26 08:54:46,admin,10.10.10.13,WEB01,3,8,False,False,65,False,False,0,LOW
2026-08-26 08:56:55,bob,10.10.10.10,SQL01,3,8,False,False,73,False,False,0,LOW
2026-08-26 09:13:06,bob,10.10.10.13,SQL01,3,9,False,False,84,False,False,0,LOW
2026-08-26 09:17:07,bob,10.10.10.12,DC01,3,9,False,False,74,False,False,0,LOW
2026-08-26 09:20:31,alice,10.10.10.12,APP01,3,9,False,False,75,False,False,0,LOW
2026-08-26 09:25:31,david,10.10.10.11,DC01,3,9,False,False,77,False,False,0,LOW
2026-08-26 09:28:29,admin,10.10.10.10,FILE01,3,9,False,False,73,False,False,0,LOW
2026-08-26 09:28:38,admin,10.10.10.10,WEB01,3,9,False,False,73,False,False,0,LOW
2026-08-26 09:33:06,alice,10.10.10.10,WEB01,2,9,False,False,60,False,False,0,LOW
2026-08-26 09:36:03,alice,10.10.10.10,FILE01,2,9,False,False,60,False,False,0,LOW
2026-08-26 09:37:14,alice,10.10.10.11,SQL01,10,9,False,False,73,False,False,0,LOW
2026-08-26 09:38:07,admin,10.10.10.12,SQL01,3,9,False,False,74,False,False,0,LOW
2026-08-26 09:38:59,bob,10.10.10.10,WEB01,3,9,False,False,73,False,False,0,LOW
2026-08-26 09:39:27,admin,10.10.10.11,SQL01,3,9,False,False,79,False,False,0,LOW
2026-08-26 09:39:34,admin,10.10.10.10,APP01,10,9,False,False,73,False,False,0,LOW
2026-08-26 09:40:07,admin,10.10.10.10,APP01,3,9,False,False,73,False,False,0,LOW
2026-08-26 09:40:43,admin,10.10.10.10,APP01,3,9,False,False,73,False,False,0,LOW
2026-08-26 09:42:15,admin,10.10.10.11,FILE01,3,9,False,False,79,False,False,0,LOW
2026-08-26 09:43:53,charlie,10.10.10.12,DC01,10,9,False,False,68,False,False,0,LOW
2026-08-26 09:45:27,bob,10.10.10.12,SQL01,3,9,False,False,74,False,False,0,LOW
2026-08-26 09:48:14,charlie,10.10.10.10,SQL01,3,9,False,False,73,False,False,0,LOW
2026-08-26 09:51:43,david,10.10.10.12,DC01,3,9,False,False,97,False,False,0,LOW
2026-08-26 09:56:59,bob,10.10.10.13,DC01,3,9,False,False,84,False,False,0,LOW
2026-08-26 10:00:00,bob,10.10.10.13,FILE01,10,10,False,False,84,False,False,0,LOW
2026-08-26 10:01:48,bob,10.10.10.11,DC01,10,10,False,False,74,False,False,0,LOW
2026-08-26 10:08:50,charlie,10.10.10.12,SQL01,10,10,False,False,68,False,False,0,LOW
2026-08-26 10:11:05,admin,10.10.10.12,WEB01,10,10,False,False,74,False,False,0,LOW
2026-08-26 10:11:14,bob,10.10.10.13,APP01,10,10,False,False,84,False,False,0,LOW
2026-08-26 10:18:07,david,10.10.10.11,DC01,3,10,False,False,77,False,False,0,LOW
2026-08-26 10:20:59,alice,10.10.10.11,WEB01,3,10,False,False,73,False,False,0,LOW
2026-08-26 10:23:11,david,10.10.10.12,SQL01,3,10,False,False,97,False,False,0,LOW
2026-08-26 10:33:45,admin,10.10.10.10,DC01,3,10,False,False,73,False,False,0,LOW
2026-08-26 10:34:16,bob,10.10.10.10,WEB01,3,10,False,False,73,False,False,0,LOW
2026-08-26 10:46:34,david,10.10.10.11,WEB01,3,10,False,False,77,False,False,0,LOW
2026-08-26 10:47:44,david,10.10.10.10,DC01,3,10,False,False,75,False,False,0,LOW
2026-08-26 10:49:45,charlie,10.10.10.11,FILE01,2,10,False,False,68,False,False,0,LOW
2026-08-26 10:52:24,charlie,10.10.10.10,SQL01,10,10,False,False,73,False,False,0,LOW
2026-08-26 10:54:01,admin,10.10.10.13,SQL01,3,10,False,False,65,False,False,0,LOW
2026-08-26 10:55:02,admin,10.10.10.10,DC01,3,10,False,False,73,False,False,0,LOW
2026-08-26 11:01:02,bob,10.10.10.12,FILE01,3,11,False,False,74,False,False,0,LOW
2026-08-26 11:03:14,admin,10.10.10.13,DC01,3,11,False,False,65,False,False,0,LOW
2026-08-26 11:07:59,alice,10.10.10.12,APP01,3,11,False,False,75,False,False,0,LOW
2026-08-26 11:08:09,bob,10.10.10.12,SQL01,2,11,False,False,74,False,False,0,LOW
2026-08-26 11:08:47,alice,10.10.10.10,WEB01,2,11,False,False,60,False,False,0,LOW
2026-08-26 11:12:01,bob,10.10.10.12,APP01,3,11,False,False,74,False,False,0,LOW
2026-08-26 11:12:34,david,10.10.10.12,DC01,3,11,False,False,97,False,False,0,LOW
2026-08-26 11:16:51,charlie,10.10.10.12,APP01,3,11,False,False,68,False,False,0,LOW
2026-08-26 11:19:54,alice,10.10.10.11,DC01,3,11,False,False,73,False,False,0,LOW
2026-08-26 11:25:06,bob,10.10.10.12,DC01,2,11,False,False,74,False,False,0,LOW
2026-08-26 11:35:03,david,10.10.10.13,WEB01,2,11,False,False,77,False,False,0,LOW
2026-08-26 11:38:31,david,10.10.10.11,FILE01,2,11,False,False,77,False,False,0,LOW
2026-08-26 11:44:04,david,10.10.10.10,WEB01,3,11,False,False,75,False,False,0,LOW
2026-08-26 11:46:47,admin,10.10.10.11,SQL01,3,11,False,False,79,False,False,0,LOW
2026-08-26 11:50:36,alice,10.10.10.10,WEB01,3,11,False,False,60,False,False,0,LOW
2026-08-26 11:51:47,david,10.10.10.12,FILE01,3,11,False,False,97,False,False,0,LOW
2026-08-26 11:52:34,david,10.10.10.12,SQL01,3,11,False,False,97,False,False,0,LOW
2026-08-26 11:53:45,bob,10.10.10.10,WEB01,10,11,False,False,73,False,False,0,LOW
2026-08-26 11:55:52,david,10.10.10.10,FILE01,3,11,False,False,75,False,False,0,LOW
2026-08-26 12:01:20,charlie,10.10.10.12,SQL01,10,12,False,False,68,False,False,0,LOW
2026-08-26 12:04:12,charlie,10.10.10.12,SQL01,3,12,False,False,68,False,False,0,LOW
2026-08-26 12:05:23,david,10.10.10.13,APP01,3,12,False,False,77,False,False,0,LOW
2026-08-26 12:06:03,admin,10.10.10.12,WEB01,3,12,False,False,74,False,False,0,LOW
2026-08-26 12:06:24,bob,10.10.10.11,WEB01,10,12,False,False,74,False,False,0,LOW
